[started_at] 2026-06-01T10:54:45.153395+00:00
[cmd] /usr/local/miniconda3/envs/py310/bin/python -m src.infer --config /root/cej_isolated_runs/C/stage1_geometry_prior_loss_20260601_101405/config/best_theta_0.25.yaml
[2026-06-01 10:54:48,999] INFO - inferred case=ToothFairy3F_040 tooth=11
[2026-06-01 10:54:49,172] INFO - inferred case=ToothFairy3F_040 tooth=12
[2026-06-01 10:54:49,361] INFO - inferred case=ToothFairy3F_040 tooth=13
[2026-06-01 10:54:49,518] INFO - inferred case=ToothFairy3F_040 tooth=14
[2026-06-01 10:54:49,698] INFO - inferred case=ToothFairy3F_040 tooth=15
[2026-06-01 10:54:50,052] INFO - inferred case=ToothFairy3F_040 tooth=16
[2026-06-01 10:54:50,356] INFO - inferred case=ToothFairy3F_040 tooth=17
[2026-06-01 10:54:50,519] INFO - inferred case=ToothFairy3F_040 tooth=21
[2026-06-01 10:54:50,670] INFO - inferred case=ToothFairy3F_040 tooth=22
[2026-06-01 10:54:50,834] INFO - inferred case=ToothFairy3F_040 tooth=23
[2026-06-01 10:54:50,988] INFO - inferred case=ToothFairy3F_040 tooth=24
[2026-06-01 10:54:51,146] INFO - inferred case=ToothFairy3F_040 tooth=25
[2026-06-01 10:54:51,416] INFO - inferred case=ToothFairy3F_040 tooth=26
[2026-06-01 10:54:51,642] INFO - inferred case=ToothFairy3F_040 tooth=27
[2026-06-01 10:54:51,850] INFO - inferred case=ToothFairy3F_040 tooth=31
[2026-06-01 10:54:52,091] INFO - inferred case=ToothFairy3F_040 tooth=32
[2026-06-01 10:54:52,395] INFO - inferred case=ToothFairy3F_040 tooth=33
[2026-06-01 10:54:52,650] INFO - inferred case=ToothFairy3F_040 tooth=34
[2026-06-01 10:54:52,910] INFO - inferred case=ToothFairy3F_040 tooth=35
[2026-06-01 10:54:53,320] INFO - inferred case=ToothFairy3F_040 tooth=36
[2026-06-01 10:54:53,762] INFO - inferred case=ToothFairy3F_040 tooth=37
[2026-06-01 10:54:54,151] INFO - inferred case=ToothFairy3F_040 tooth=38
[2026-06-01 10:54:54,366] INFO - inferred case=ToothFairy3F_040 tooth=41
[2026-06-01 10:54:54,575] INFO - inferred case=ToothFairy3F_040 tooth=42
[2026-06-01 10:54:54,828] INFO - inferred case=ToothFairy3F_040 tooth=43
[2026-06-01 10:54:55,103] INFO - inferred case=ToothFairy3F_040 tooth=44
[2026-06-01 10:54:55,395] INFO - inferred case=ToothFairy3F_040 tooth=45
[2026-06-01 10:54:55,838] INFO - inferred case=ToothFairy3F_040 tooth=46
[2026-06-01 10:54:56,513] INFO - inferred case=ToothFairy3F_040 tooth=47
[2026-06-01 10:54:57,010] INFO - inferred case=ToothFairy3F_040 tooth=48
[2026-06-01 10:54:57,241] INFO - inferred case=ToothFairy3F_044 tooth=11
[2026-06-01 10:54:57,451] INFO - inferred case=ToothFairy3F_044 tooth=12
[2026-06-01 10:54:57,638] INFO - inferred case=ToothFairy3F_044 tooth=13
[2026-06-01 10:54:57,834] INFO - inferred case=ToothFairy3F_044 tooth=14
[2026-06-01 10:54:57,984] INFO - inferred case=ToothFairy3F_044 tooth=15
[2026-06-01 10:54:58,338] INFO - inferred case=ToothFairy3F_044 tooth=16
[2026-06-01 10:54:58,598] INFO - inferred case=ToothFairy3F_044 tooth=21
[2026-06-01 10:54:58,839] INFO - inferred case=ToothFairy3F_044 tooth=22
[2026-06-01 10:54:59,026] INFO - inferred case=ToothFairy3F_044 tooth=23
