epoch,loss
0,0.16138771497002885
1,0.1162201339290426
2,0.0789040848002082
3,0.07671731126194443
4,0.07571118848947178
5,0.07464062808979555
6,0.0736292293432281
7,0.07229474302304548
8,0.07129579099359483
9,0.07115144466103601
10,0.06981264923774755
11,0.06935580597878029
12,0.0688841329944665
13,0.0681607935776501
14,0.06806156274828529
15,0.06735553738542494
16,0.06704878291493331
17,0.06650416467130535
18,0.0656035626506783
19,0.06578947528382469
20,0.06539673751166084
21,0.06493218226680088
22,0.06486216009947761
23,0.06455563654545052
24,0.06409435719315862
25,0.06412302713006221
26,0.0634271963615099
27,0.06336575113943425
28,0.06307593273320075
29,0.06303885641732607
30,0.062331120247214
31,0.06178426793294734
32,0.061691681272510825
33,0.061892827062000486
34,0.061158661788393714
35,0.061267124651449505
36,0.060699649366453806
37,0.0608139623059281
38,0.060907942718216056
39,0.060258882357257196
40,0.05998471692782538
41,0.05995714911869888
42,0.06113903387507108
43,0.06055409858086463
44,0.06006705827161641
45,0.060266182909263555
46,0.05988017130754408
47,0.05970239049299968
48,0.059365691176099335
49,0.05955903907172498
50,0.05930848388375485
51,0.05931876755170738
52,0.058974813805700625
53,0.05863739431075901
54,0.05871251117306381
55,0.05860191155771224
56,0.05829871370908609
57,0.05838579873057482
58,0.05810768079501647
59,0.05785782199948169
60,0.05800744668251604
61,0.05776497595028522
62,0.06180279731469125
63,0.061276074025891844
64,0.0609761445361865
65,0.06080703062445386
66,0.06041774088408828
67,0.06161775321771992
68,0.061291492032841434
69,0.061283567498526835
70,0.06070414327192175
71,0.06034307858011433
72,0.060223017539076114
73,0.059760208260551624
74,0.059717172675022426
75,0.059348680788812544
76,0.059383782401434416
77,0.059110311983028206
78,0.058934039986774836
79,0.0586162071685918
80,0.058514314217058355
81,0.05832143159154932
82,0.05831029005107053
83,0.05813497614166604
84,0.05796384312332231
85,0.05789762719906061
86,0.05764698259189969
87,0.05698966075307132
88,0.056977306951546854
89,0.057152175134414514
90,0.0567899703777084
91,0.05663778288067536
92,0.05663725781540048
93,0.05633706274727952
94,0.05640537510737202
95,0.05614273342972614
96,0.056291591001190924
97,0.05611606058528922
98,0.056099017489331014
99,0.05583073996644083
100,0.05579984204258478
101,0.05568408624772112
102,0.05570968972863274
103,0.05562886071513444
104,0.05552868545230483
105,0.05551884050825431
106,0.055355017162575085
107,0.05600308974100685
108,0.05575906908345146
109,0.05567483420001035
110,0.05576543301283686
111,0.054835702878133954
112,0.054811131911960555
113,0.05500238436822449
114,0.05470390487770447
115,0.054650555114753994
116,0.05468508181682031
117,0.05448115446128009
118,0.05454438370355713
119,0.054329325526765046
120,0.054482456630760845
