[started_at] 2026-06-01T11:29:03.005702+00:00
[cmd] /usr/local/miniconda3/envs/py310/bin/python -m src.infer --config /root/cej_isolated_runs/C/stage1_geometry_prior_loss_only_20260601_110722/config/best_theta_0.20.yaml
[2026-06-01 11:29:06,863] INFO - inferred case=ToothFairy3F_040 tooth=11
[2026-06-01 11:29:07,036] INFO - inferred case=ToothFairy3F_040 tooth=12
[2026-06-01 11:29:07,223] INFO - inferred case=ToothFairy3F_040 tooth=13
[2026-06-01 11:29:07,374] INFO - inferred case=ToothFairy3F_040 tooth=14
[2026-06-01 11:29:07,550] INFO - inferred case=ToothFairy3F_040 tooth=15
[2026-06-01 11:29:07,758] INFO - inferred case=ToothFairy3F_040 tooth=16
[2026-06-01 11:29:07,986] INFO - inferred case=ToothFairy3F_040 tooth=17
[2026-06-01 11:29:08,149] INFO - inferred case=ToothFairy3F_040 tooth=21
[2026-06-01 11:29:08,297] INFO - inferred case=ToothFairy3F_040 tooth=22
[2026-06-01 11:29:08,455] INFO - inferred case=ToothFairy3F_040 tooth=23
[2026-06-01 11:29:08,602] INFO - inferred case=ToothFairy3F_040 tooth=24
[2026-06-01 11:29:08,750] INFO - inferred case=ToothFairy3F_040 tooth=25
[2026-06-01 11:29:08,940] INFO - inferred case=ToothFairy3F_040 tooth=26
[2026-06-01 11:29:09,130] INFO - inferred case=ToothFairy3F_040 tooth=27
[2026-06-01 11:29:09,339] INFO - inferred case=ToothFairy3F_040 tooth=31
[2026-06-01 11:29:09,582] INFO - inferred case=ToothFairy3F_040 tooth=32
[2026-06-01 11:29:09,866] INFO - inferred case=ToothFairy3F_040 tooth=33
[2026-06-01 11:29:10,145] INFO - inferred case=ToothFairy3F_040 tooth=34
[2026-06-01 11:29:10,424] INFO - inferred case=ToothFairy3F_040 tooth=35
[2026-06-01 11:29:10,779] INFO - inferred case=ToothFairy3F_040 tooth=36
[2026-06-01 11:29:11,109] INFO - inferred case=ToothFairy3F_040 tooth=37
[2026-06-01 11:29:11,461] INFO - inferred case=ToothFairy3F_040 tooth=38
[2026-06-01 11:29:11,674] INFO - inferred case=ToothFairy3F_040 tooth=41
[2026-06-01 11:29:11,881] INFO - inferred case=ToothFairy3F_040 tooth=42
[2026-06-01 11:29:12,126] INFO - inferred case=ToothFairy3F_040 tooth=43
[2026-06-01 11:29:12,379] INFO - inferred case=ToothFairy3F_040 tooth=44
[2026-06-01 11:29:12,608] INFO - inferred case=ToothFairy3F_040 tooth=45
[2026-06-01 11:29:12,936] INFO - inferred case=ToothFairy3F_040 tooth=46
[2026-06-01 11:29:13,267] INFO - inferred case=ToothFairy3F_040 tooth=47
[2026-06-01 11:29:13,623] INFO - inferred case=ToothFairy3F_040 tooth=48
[2026-06-01 11:29:13,809] INFO - inferred case=ToothFairy3F_044 tooth=11
[2026-06-01 11:29:13,992] INFO - inferred case=ToothFairy3F_044 tooth=12
[2026-06-01 11:29:14,178] INFO - inferred case=ToothFairy3F_044 tooth=13
[2026-06-01 11:29:14,369] INFO - inferred case=ToothFairy3F_044 tooth=14
[2026-06-01 11:29:14,517] INFO - inferred case=ToothFairy3F_044 tooth=15
[2026-06-01 11:29:14,763] INFO - inferred case=ToothFairy3F_044 tooth=16
[2026-06-01 11:29:14,970] INFO - inferred case=ToothFairy3F_044 tooth=21
[2026-06-01 11:29:15,204] INFO - inferred case=ToothFairy3F_044 tooth=22
[2026-06-01 11:29:15,428] INFO - inferred case=ToothFairy3F_044 tooth=23
[2026-06-01 11:29:15,639] INFO - inferred case=ToothFairy3F_044 tooth=24
[2026-06-01 11:29:15,842] INFO - inferred case=ToothFairy3F_044 tooth=25
[2026-06-01 11:29:16,180] INFO - inferred case=ToothFairy3F_044 tooth=26
[2026-06-01 11:29:16,444] INFO - inferred case=ToothFairy3F_044 tooth=27
[2026-06-01 11:29:16,666] INFO - inferred case=ToothFairy3F_044 tooth=28
[2026-06-01 11:29:16,913] INFO - inferred case=ToothFairy3F_044 tooth=31
[2026-06-01 11:29:17,135] INFO - inferred case=ToothFairy3F_044 tooth=32
[2026-06-01 11:29:17,410] INFO - inferred case=ToothFairy3F_044 tooth=33
[2026-06-01 11:29:17,669] INFO - inferred case=ToothFairy3F_044 tooth=34
[2026-06-01 11:29:17,919] INFO - inferred case=ToothFairy3F_044 tooth=35
[2026-06-01 11:29:18,253] INFO - inferred case=ToothFairy3F_044 tooth=36
[2026-06-01 11:29:18,460] INFO - inferred case=ToothFairy3F_044 tooth=41
[2026-06-01 11:29:18,671] INFO - inferred case=ToothFairy3F_044 tooth=42
[2026-06-01 11:29:18,944] INFO - inferred case=ToothFairy3F_044 tooth=43
[2026-06-01 11:29:19,182] INFO - inferred case=ToothFairy3F_044 tooth=44
[2026-06-01 11:29:19,421] INFO - inferred case=ToothFairy3F_044 tooth=45
[2026-06-01 11:29:19,806] INFO - inferred case=ToothFairy3F_044 tooth=46
[2026-06-01 11:29:20,167] INFO - inferred case=ToothFairy3F_044 tooth=47
[2026-06-01 11:29:20,507] INFO - inferred case=ToothFairy3F_044 tooth=48
[2026-06-01 11:29:20,728] INFO - inferred case=ToothFairy3F_052 tooth=11
[2026-06-01 11:29:20,929] INFO - inferred case=ToothFairy3F_052 tooth=12
[2026-06-01 11:29:21,155] INFO - inferred case=ToothFairy3F_052 tooth=13
[2026-06-01 11:29:21,376] INFO - inferred case=ToothFairy3F_052 tooth=14
[2026-06-01 11:29:21,605] INFO - inferred case=ToothFairy3F_052 tooth=15
[2026-06-01 11:29:21,895] INFO - inferred case=ToothFairy3F_052 tooth=16
[2026-06-01 11:29:22,192] INFO - inferred case=ToothFairy3F_052 tooth=17
[2026-06-01 11:29:22,469] INFO - inferred case=ToothFairy3F_052 tooth=18
[2026-06-01 11:29:22,698] INFO - inferred case=ToothFairy3F_052 tooth=21
[2026-06-01 11:29:22,936] INFO - inferred case=ToothFairy3F_052 tooth=22
[2026-06-01 11:29:23,154] INFO - inferred case=ToothFairy3F_052 tooth=23
[2026-06-01 11:29:23,380] INFO - inferred case=ToothFairy3F_052 tooth=24
[2026-06-01 11:29:23,595] INFO - inferred case=ToothFairy3F_052 tooth=25
[2026-06-01 11:29:23,878] INFO - inferred case=ToothFairy3F_052 tooth=26
[2026-06-01 11:29:24,150] INFO - inferred case=ToothFairy3F_052 tooth=27
[2026-06-01 11:29:24,355] INFO - inferred case=ToothFairy3F_052 tooth=31
[2026-06-01 11:29:24,587] INFO - inferred case=ToothFairy3F_052 tooth=32
[2026-06-01 11:29:24,839] INFO - inferred case=ToothFairy3F_052 tooth=33
[2026-06-01 11:29:25,066] INFO - inferred case=ToothFairy3F_052 tooth=34
[2026-06-01 11:29:25,364] INFO - inferred case=ToothFairy3F_052 tooth=35
[2026-06-01 11:29:25,714] INFO - inferred case=ToothFairy3F_052 tooth=36
[2026-06-01 11:29:26,067] INFO - inferred case=ToothFairy3F_052 tooth=37
[2026-06-01 11:29:26,396] INFO - inferred case=ToothFairy3F_052 tooth=38
[2026-06-01 11:29:26,639] INFO - inferred case=ToothFairy3F_052 tooth=41
[2026-06-01 11:29:26,853] INFO - inferred case=ToothFairy3F_052 tooth=42
[2026-06-01 11:29:27,075] INFO - inferred case=ToothFairy3F_052 tooth=43
[2026-06-01 11:29:27,295] INFO - inferred case=ToothFairy3F_052 tooth=44
[2026-06-01 11:29:27,532] INFO - inferred case=ToothFairy3F_052 tooth=45
[2026-06-01 11:29:27,877] INFO - inferred case=ToothFairy3F_052 tooth=46
[2026-06-01 11:29:28,173] INFO - inferred case=ToothFairy3F_052 tooth=47
[2026-06-01 11:29:31,995] INFO - stitched case=ToothFairy3F_040
[2026-06-01 11:29:35,594] INFO - stitched case=ToothFairy3F_044
[2026-06-01 11:29:39,546] INFO - stitched case=ToothFairy3F_052
[finished_at] 2026-06-01T11:29:40.192040+00:00
[returncode] 0
