[started_at] 2026-06-01T11:29:44.097723+00:00
[cmd] /usr/local/miniconda3/envs/py310/bin/python -m src.infer --config /root/cej_isolated_runs/C/stage1_geometry_prior_loss_only_20260601_110722/config/best_theta_0.25.yaml
[2026-06-01 11:29:47,866] INFO - inferred case=ToothFairy3F_040 tooth=11
[2026-06-01 11:29:48,040] INFO - inferred case=ToothFairy3F_040 tooth=12
[2026-06-01 11:29:48,226] INFO - inferred case=ToothFairy3F_040 tooth=13
[2026-06-01 11:29:48,378] INFO - inferred case=ToothFairy3F_040 tooth=14
[2026-06-01 11:29:48,552] INFO - inferred case=ToothFairy3F_040 tooth=15
[2026-06-01 11:29:48,763] INFO - inferred case=ToothFairy3F_040 tooth=16
[2026-06-01 11:29:49,004] INFO - inferred case=ToothFairy3F_040 tooth=17
[2026-06-01 11:29:49,168] INFO - inferred case=ToothFairy3F_040 tooth=21
[2026-06-01 11:29:49,322] INFO - inferred case=ToothFairy3F_040 tooth=22
[2026-06-01 11:29:49,484] INFO - inferred case=ToothFairy3F_040 tooth=23
[2026-06-01 11:29:49,636] INFO - inferred case=ToothFairy3F_040 tooth=24
[2026-06-01 11:29:49,797] INFO - inferred case=ToothFairy3F_040 tooth=25
[2026-06-01 11:29:50,062] INFO - inferred case=ToothFairy3F_040 tooth=26
[2026-06-01 11:29:50,269] INFO - inferred case=ToothFairy3F_040 tooth=27
[2026-06-01 11:29:50,484] INFO - inferred case=ToothFairy3F_040 tooth=31
[2026-06-01 11:29:50,786] INFO - inferred case=ToothFairy3F_040 tooth=32
[2026-06-01 11:29:51,149] INFO - inferred case=ToothFairy3F_040 tooth=33
[2026-06-01 11:29:51,425] INFO - inferred case=ToothFairy3F_040 tooth=34
[2026-06-01 11:29:51,684] INFO - inferred case=ToothFairy3F_040 tooth=35
[2026-06-01 11:29:52,025] INFO - inferred case=ToothFairy3F_040 tooth=36
[2026-06-01 11:29:52,385] INFO - inferred case=ToothFairy3F_040 tooth=37
[2026-06-01 11:29:52,888] INFO - inferred case=ToothFairy3F_040 tooth=38
[2026-06-01 11:29:53,130] INFO - inferred case=ToothFairy3F_040 tooth=41
[2026-06-01 11:29:53,346] INFO - inferred case=ToothFairy3F_040 tooth=42
[2026-06-01 11:29:53,685] INFO - inferred case=ToothFairy3F_040 tooth=43
[2026-06-01 11:29:53,959] INFO - inferred case=ToothFairy3F_040 tooth=44
[2026-06-01 11:29:54,194] INFO - inferred case=ToothFairy3F_040 tooth=45
[2026-06-01 11:29:54,517] INFO - inferred case=ToothFairy3F_040 tooth=46
[2026-06-01 11:29:54,899] INFO - inferred case=ToothFairy3F_040 tooth=47
[2026-06-01 11:29:55,395] INFO - inferred case=ToothFairy3F_040 tooth=48
[2026-06-01 11:29:55,627] INFO - inferred case=ToothFairy3F_044 tooth=11
[2026-06-01 11:29:55,877] INFO - inferred case=ToothFairy3F_044 tooth=12
[2026-06-01 11:29:56,100] INFO - inferred case=ToothFairy3F_044 tooth=13
[2026-06-01 11:29:56,305] INFO - inferred case=ToothFairy3F_044 tooth=14
[2026-06-01 11:29:56,497] INFO - inferred case=ToothFairy3F_044 tooth=15
[2026-06-01 11:29:56,784] INFO - inferred case=ToothFairy3F_044 tooth=16
[2026-06-01 11:29:57,053] INFO - inferred case=ToothFairy3F_044 tooth=21
[2026-06-01 11:29:57,324] INFO - inferred case=ToothFairy3F_044 tooth=22
[2026-06-01 11:29:57,507] INFO - inferred case=ToothFairy3F_044 tooth=23
[2026-06-01 11:29:57,694] INFO - inferred case=ToothFairy3F_044 tooth=24
[2026-06-01 11:29:57,914] INFO - inferred case=ToothFairy3F_044 tooth=25
[2026-06-01 11:29:58,264] INFO - inferred case=ToothFairy3F_044 tooth=26
[2026-06-01 11:29:58,502] INFO - inferred case=ToothFairy3F_044 tooth=27
[2026-06-01 11:29:58,684] INFO - inferred case=ToothFairy3F_044 tooth=28
[2026-06-01 11:29:58,902] INFO - inferred case=ToothFairy3F_044 tooth=31
[2026-06-01 11:29:59,132] INFO - inferred case=ToothFairy3F_044 tooth=32
[2026-06-01 11:29:59,419] INFO - inferred case=ToothFairy3F_044 tooth=33
[2026-06-01 11:29:59,713] INFO - inferred case=ToothFairy3F_044 tooth=34
[2026-06-01 11:29:59,971] INFO - inferred case=ToothFairy3F_044 tooth=35
[2026-06-01 11:30:00,352] INFO - inferred case=ToothFairy3F_044 tooth=36
[2026-06-01 11:30:00,568] INFO - inferred case=ToothFairy3F_044 tooth=41
[2026-06-01 11:30:00,784] INFO - inferred case=ToothFairy3F_044 tooth=42
[2026-06-01 11:30:01,090] INFO - inferred case=ToothFairy3F_044 tooth=43
[2026-06-01 11:30:01,335] INFO - inferred case=ToothFairy3F_044 tooth=44
[2026-06-01 11:30:01,601] INFO - inferred case=ToothFairy3F_044 tooth=45
[2026-06-01 11:30:01,975] INFO - inferred case=ToothFairy3F_044 tooth=46
[2026-06-01 11:30:02,390] INFO - inferred case=ToothFairy3F_044 tooth=47
[2026-06-01 11:30:02,822] INFO - inferred case=ToothFairy3F_044 tooth=48
[2026-06-01 11:30:03,051] INFO - inferred case=ToothFairy3F_052 tooth=11
[2026-06-01 11:30:03,266] INFO - inferred case=ToothFairy3F_052 tooth=12
[2026-06-01 11:30:03,510] INFO - inferred case=ToothFairy3F_052 tooth=13
[2026-06-01 11:30:03,747] INFO - inferred case=ToothFairy3F_052 tooth=14
[2026-06-01 11:30:03,993] INFO - inferred case=ToothFairy3F_052 tooth=15
[2026-06-01 11:30:04,303] INFO - inferred case=ToothFairy3F_052 tooth=16
[2026-06-01 11:30:04,613] INFO - inferred case=ToothFairy3F_052 tooth=17
[2026-06-01 11:30:04,864] INFO - inferred case=ToothFairy3F_052 tooth=18
[2026-06-01 11:30:05,107] INFO - inferred case=ToothFairy3F_052 tooth=21
[2026-06-01 11:30:05,381] INFO - inferred case=ToothFairy3F_052 tooth=22
[2026-06-01 11:30:05,646] INFO - inferred case=ToothFairy3F_052 tooth=23
[2026-06-01 11:30:05,890] INFO - inferred case=ToothFairy3F_052 tooth=24
[2026-06-01 11:30:06,122] INFO - inferred case=ToothFairy3F_052 tooth=25
[2026-06-01 11:30:06,419] INFO - inferred case=ToothFairy3F_052 tooth=26
[2026-06-01 11:30:06,742] INFO - inferred case=ToothFairy3F_052 tooth=27
[2026-06-01 11:30:07,001] INFO - inferred case=ToothFairy3F_052 tooth=31
[2026-06-01 11:30:07,261] INFO - inferred case=ToothFairy3F_052 tooth=32
[2026-06-01 11:30:07,554] INFO - inferred case=ToothFairy3F_052 tooth=33
[2026-06-01 11:30:07,755] INFO - inferred case=ToothFairy3F_052 tooth=34
[2026-06-01 11:30:08,014] INFO - inferred case=ToothFairy3F_052 tooth=35
[2026-06-01 11:30:08,316] INFO - inferred case=ToothFairy3F_052 tooth=36
[2026-06-01 11:30:08,629] INFO - inferred case=ToothFairy3F_052 tooth=37
[2026-06-01 11:30:08,929] INFO - inferred case=ToothFairy3F_052 tooth=38
[2026-06-01 11:30:09,132] INFO - inferred case=ToothFairy3F_052 tooth=41
[2026-06-01 11:30:09,332] INFO - inferred case=ToothFairy3F_052 tooth=42
[2026-06-01 11:30:09,557] INFO - inferred case=ToothFairy3F_052 tooth=43
[2026-06-01 11:30:09,768] INFO - inferred case=ToothFairy3F_052 tooth=44
[2026-06-01 11:30:10,006] INFO - inferred case=ToothFairy3F_052 tooth=45
